filename,tapper,speaker,syllno,syll,p,PA
mono_B-M_left_0578,ZE,B,7,lI,,
mono_B-M_left_0578,ZE,B,8,S6,,
mono_B-M_left_0578,ZE,B,9,ja,p,
mono_B-M_left_0608,ZE,B,1,mi:6,p,
mono_B-M_left_0608,ZE,B,2,va:6,,
mono_B-M_left_0608,ZE,B,3,d6,,
mono_B-M_left_0608,ZE,B,4,g@,,
mono_B-M_left_0608,ZE,B,5,daN,p,PA
mono_B-M_left_0608,ZE,B,6,k@,,
mono_B-M_left_0608,ZE,B,7,zo:,,
mono_B-M_left_0608,ZE,B,8,vaIt,,
mono_B-M_left_0608,ZE,B,9,vEk,p,PA
mono_B-M_left_0783,ZE,B,1,a,p,
mono_B-M_left_0783,ZE,B,2,zo:,,
mono_B-M_left_0783,ZE,B,3,IC,p,PA
mono_B-M_left_0783,ZE,B,4,k9n,,
mono_B-M_left_0783,ZE,B,5,t@,,
mono_B-M_left_0783,ZE,B,6,da:,,
mono_B-M_left_0783,ZE,B,7,jEts,,
mono_B-M_left_0783,ZE,B,8,nIC,p,
mono_B-M_left_0783,ZE,B,9,hIn,,PA
mono_B-M_left_0783,ZE,B,10,ge:n,p,
mono_B-M_left_0956,ZE,B,1,m,p,
mono_B-M_left_0956,ZE,B,2,hm,p,PA
mono_B-M_left_0956,ZE,B,3,RaI,p,PA
mono_B-M_left_0956,ZE,B,4,t@n,,
mono_B-M_left_0956,ZE,B,5,ge:,,PA
mono_B-M_left_0956,ZE,B,6,n@,,
mono_B-M_left_0956,ZE,B,7,REl,p,
mono_B-M_left_0956,ZE,B,8,maInst,,
mono_B-M_left_0956,ZE,B,9,d@,,
mono_B-M_left_1086,ZE,B,1,tse:n,p,PA
mono_B-M_left_1086,ZE,B,2,bIs,,
mono_B-M_left_1086,ZE,B,3,tsvan,p,
mono_B-M_left_1086,ZE,B,4,tsIC,,
mono_B-M_left_1086,ZE,B,5,taU,,
mono_B-M_left_1086,ZE,B,6,z@nt,,
mono_B-M_left_1086,ZE,B,7,OY,p,PA
mono_B-M_left_1086,ZE,B,8,Ro:,,
mono_B-M_left_1324,ZE,B,1,zo:,,
mono_B-M_left_1324,ZE,B,2,mI,p,PA
mono_B-M_left_1324,ZE,B,3,ta:ks,,
mono_B-M_left_1324,ZE,B,4,n,,
mono_B-M_left_1324,ZE,B,5,di:,,
mono_B-M_left_1324,ZE,B,6,zO,p,PA
mono_B-M_left_1324,ZE,B,7,n@,,
mono_B-M_left_1324,ZE,B,8,tsu:,,
mono_B-M_left_1324,ZE,B,9,kna,,
mono_B-M_left_1324,ZE,B,10,ln,,
mono_B-M_left_1390,ZE,B,1,di:,p,
mono_B-M_left_1390,ZE,B,2,b@,,
mono_B-M_left_1390,ZE,B,3,tsa:lS,,
mono_B-M_left_1390,ZE,B,4,d@,,
mono_B-M_left_1390,ZE,B,5,zEl,,PA
mono_B-M_left_1390,ZE,B,6,b6,,
mono_B-M_left_1390,ZE,B,7,o:,p,
mono_B-M_left_1390,ZE,B,8,ke:,p,PA
mono_G-B_left_0924,ZE,G,1,dOx,,PA
mono_G-B_left_0924,ZE,G,2,dan,p,
mono_G-B_left_0924,ZE,G,3,vaIs,,
mono_G-B_left_0924,ZE,G,4,IC,p,
mono_G-B_left_0924,ZE,G,5,vas,,
mono_G-B_left_0924,ZE,G,6,du:,,
mono_G-B_left_0924,ZE,G,7,maInst,,PA
mono_G-B_left_0924,ZE,G,8,ja:,p,
mono_G-L_left_0005,ZE,G,1,IC,,
mono_G-L_left_0005,ZE,G,2,ha:p,p,
mono_G-L_left_0005,ZE,G,3,hOYt,,
mono_G-L_left_0005,ZE,G,4,mI,,
mono_G-L_left_0005,ZE,G,5,ta:k,,
mono_G-L_left_0005,ZE,G,6,g@,,
mono_G-L_left_0005,ZE,G,7,Sla:,p,PA
mono_G-L_left_0005,ZE,G,8,f@n,,
mono_G-L_left_0090,ZE,G,1,ku:l,p,PA
mono_G-L_left_0090,ZE,G,2,d@s,,
mono_G-L_left_0090,ZE,G,3,ha:p,,
mono_G-L_left_0090,ZE,G,4,C,,
mono_G-L_left_0090,ZE,G,5,aUx,p,PA
mono_G-L_left_0090,ZE,G,6,y:,,
mono_G-L_left_0090,ZE,G,7,b6,,
mono_G-L_left_0090,ZE,G,8,le:kt,,
mono_G-L_left_0135,ZE,G,1,vo:,,
mono_G-L_left_0135,ZE,G,2,vo:nst,p,PA
mono_G-L_left_0135,ZE,G,3,du:,,
mono_G-L_left_0135,ZE,G,4,nOx,,
mono_G-L_left_0135,ZE,G,5,tsu:,,
mono_G-L_left_0135,ZE,G,6,haU,p,PA
mono_G-L_left_0135,ZE,G,7,z@,,
mono_G-L_left_0135,ZE,G,8,dan,,
mono_G-L_left_0159,ZE,G,1,d@,,
mono_G-L_left_0159,ZE,G,2,bIst,,
mono_G-L_left_0159,ZE,G,3,kva:,p,
mono_G-L_left_0159,ZE,G,4,zi:,,
mono_G-L_left_0159,ZE,G,5,hi:6,,PA
mono_G-L_left_0159,ZE,G,6,g@,,
mono_G-L_left_0159,ZE,G,7,bli:,p,
mono_G-L_left_0159,ZE,G,8,b@n,,
mono_G-L_left_0159,ZE,G,9,dan,p,
mono_G-L_left_0200,ZE,G,1,ja:,p,
mono_G-L_left_0200,ZE,G,2,v6,,
mono_G-L_left_0200,ZE,G,3,StRaI,,PA
mono_G-L_left_0200,ZE,G,4,tm,,
mono_G-L_left_0200,ZE,G,5,Uns,,
mono_G-L_left_0200,ZE,G,6,gants,p,
mono_G-L_left_0200,ZE,G,7,gE6,p,
mono_G-L_left_0200,ZE,G,8,n@,,
mono_G-L_left_0202,ZE,G,1,vi:6,p,
mono_G-L_left_0202,ZE,G,2,zInt,,
mono_G-L_left_0202,ZE,G,3,halt,p,
mono_G-L_left_0202,ZE,G,4,nu:6,,
mono_G-L_left_0202,ZE,G,5,aIn,p,PA
mono_G-L_left_0202,ZE,G,6,ja:6,,
mono_G-L_left_0202,ZE,G,7,aUs,,
mono_G-L_left_0202,ZE,G,8,aIn,,
mono_G-L_left_0202,ZE,G,9,an,p,PA
mono_G-L_left_0202,ZE,G,10,d6,,
mono_G-L_left_0226,ZE,G,1,Es,p,
mono_G-L_left_0226,ZE,G,2,maxt,,
mono_G-L_left_0226,ZE,G,3,aIn,,
mono_G-L_left_0226,ZE,G,4,fax,,
mono_G-L_left_0226,ZE,G,5,ga:6,p,
mono_G-L_left_0226,ZE,G,6,kaI,p,
mono_G-L_left_0226,ZE,G,7,n,,
mono_G-L_left_0226,ZE,G,8,Un,,PA
mono_G-L_left_0226,ZE,G,9,t6,,
mono_G-L_left_0226,ZE,G,10,Si:t,p,
mono_G-L_left_0263,ZE,G,1,ja:,p,PA
mono_G-L_left_0263,ZE,G,2,s,,
mono_G-L_left_0263,ZE,G,3,ja:,,
mono_G-L_left_0263,ZE,G,4,nIC,,
mono_G-L_left_0263,ZE,G,5,zo:,,
mono_G-L_left_0263,ZE,G,6,tRa:,p,PA
mono_G-L_left_0263,ZE,G,7,gIS,,
mono_G-L_left_0263,ZE,G,8,IC,,
mono_G-L_left_0263,ZE,G,9,maI,p,
mono_G-L_left_0263,ZE,G,10,n@,,
mono_G-L_left_0279,ZE,G,1,ja:,,
mono_G-L_left_0279,ZE,G,2,ku:l,p,PA
mono_G-L_left_0279,ZE,G,3,Un,,
mono_G-L_left_0279,ZE,G,4,E:m,,
mono_G-L_left_0279,ZE,G,5,vi:,,PA
mono_G-L_left_0279,ZE,G,6,fUNk,,
mono_G-L_left_0279,ZE,G,7,tsjo:,,
mono_G-L_left_0279,ZE,G,8,ni:6t,p,
mono_G-L_left_0279,ZE,G,9,d@s,p,
mono_G-L_left_0317,ZE,G,1,man,,
mono_G-L_left_0317,ZE,G,2,kan,p,
mono_G-L_left_0317,ZE,G,3,ja:,,
mono_G-L_left_0317,ZE,G,4,aUx,,PA
mono_G-L_left_0317,ZE,G,5,tROts,,
mono_G-L_left_0317,ZE,G,6,de:m,,
mono_G-L_left_0317,ZE,G,7,aUs,,PA
mono_G-L_left_0317,ZE,G,8,tsi:n,p,
mono_G-L_left_0366,ZE,G,1,man,,
mono_G-L_left_0366,ZE,G,2,vI6t,,
mono_G-L_left_0366,ZE,G,3,aU,,
mono_G-L_left_0366,ZE,G,4,RECt,p,
mono_G-L_left_0366,ZE,G,5,ko:,,
mono_G-L_left_0366,ZE,G,6,mIS,,
mono_G-L_left_0366,ZE,G,7,an,,PA
mono_G-L_left_0366,ZE,G,8,g@,,
mono_G-L_left_0366,ZE,G,9,kUkt,,
mono_G-L_left_0381,ZE,G,1,ts,,
mono_G-L_left_0381,ZE,G,2,a:,,
mono_G-L_left_0381,ZE,G,3,b6,,
mono_G-L_left_0381,ZE,G,4,gants,p,PA
mono_G-L_left_0381,ZE,G,5,a6k,,
mono_G-L_left_0381,ZE,G,6,tRO,,
mono_G-L_left_0381,ZE,G,7,kN,,
mono_G-L_left_0381,ZE,G,8,o:,p,PA
mono_G-L_left_0381,ZE,G,9,d6,,
mono_G-L_left_0450,ZE,G,1,ja:,p,PA
mono_G-L_left_0450,ZE,G,2,d@s,,
mono_G-L_left_0450,ZE,G,3,hat,,
mono_G-L_left_0450,ZE,G,4,mi:6,,
mono_G-L_left_0450,ZE,G,5,ga:6,,PA
mono_G-L_left_0450,ZE,G,6,nIC,,
mono_G-L_left_0450,ZE,G,7,g@,,
mono_G-L_left_0450,ZE,G,8,fa,p,
mono_G-L_left_0450,ZE,G,9,ln,,
mono_G-L_left_0615,ZE,G,1,dEs,,
mono_G-L_left_0615,ZE,G,2,va:6,p,PA
mono_G-L_left_0615,ZE,G,3,aI,,
mono_G-L_left_0615,ZE,G,4,nt,,
mono_G-L_left_0615,ZE,G,5,lIC,,
mono_G-L_left_0615,ZE,G,6,e:,,
mono_G-L_left_0615,ZE,G,7,6,,
mono_G-L_left_0615,ZE,G,8,tsu:,,PA
mono_G-L_left_0615,ZE,G,9,fE,p,
mono_G-L_left_0615,ZE,G,10,lIC,,
mono_G-L_left_0852,ZE,G,1,vaIl,,
mono_G-L_left_0852,ZE,G,2,dEs,,
mono_G-L_left_0852,ZE,G,3,ja:,,
mono_G-L_left_0852,ZE,G,4,zo:,,
mono_G-L_left_0852,ZE,G,5,E:,p,
mono_G-L_left_0852,ZE,G,6,mIn,,PA
mono_G-L_left_0852,ZE,G,7,d6,,
mono_G-L_left_0852,ZE,G,8,ve:6,,
mono_G-L_left_0852,ZE,G,9,tIC,,
mono_G-L_left_0852,ZE,G,10,Is,,
mono_G-L_left_0854,ZE,G,1,vaIl,,
mono_G-L_left_0854,ZE,G,2,dEs,,
mono_G-L_left_0854,ZE,G,3,Un,,
mono_G-L_left_0854,ZE,G,4,g@,,
mono_G-L_left_0854,ZE,G,5,fE:6,,
mono_G-L_left_0854,ZE,G,6,je:,p,PA
mono_G-L_left_0854,ZE,G,7,d6,,
mono_G-L_left_0854,ZE,G,8,kan,,
mono_G-L_left_0901,ZE,G,1,ah,,
mono_G-L_left_0901,ZE,G,2,dOx,p,
mono_G-L_left_0901,ZE,G,3,das,,
mono_G-L_left_0901,ZE,G,4,Is,,
mono_G-L_left_0901,ZE,G,5,ze:6,,
mono_G-L_left_0901,ZE,G,6,fE6,,
mono_G-L_left_0901,ZE,G,7,p2:nt,p,PA
mono_G-L_left_0901,ZE,G,8,hi:6,,
mono_G-L_left_1169,ZE,G,1,ja:,p,
mono_G-L_left_1169,ZE,G,2,na,,
mono_G-L_left_1169,ZE,G,3,ty:6,p,
mono_G-L_left_1169,ZE,G,4,lIC,,
mono_G-L_left_1169,ZE,G,5,baI,,
mono_G-L_left_1169,ZE,G,6,al,,
mono_G-L_left_1169,ZE,G,7,tn,,
mono_G-L_left_1169,ZE,G,8,fRaU,p,PA
mono_G-L_left_1169,ZE,G,9,@n,,
mono_G-L_left_1243,ZE,G,1,je:,p,
mono_G-L_left_1243,ZE,G,2,d6,,
mono_G-L_left_1243,ZE,G,3,mEnS,,
mono_G-L_left_1243,ZE,G,4,kan,,
mono_G-L_left_1243,ZE,G,5,bo:,p,PA
mono_G-L_left_1243,ZE,G,6,dn,,
mono_G-L_left_1243,ZE,G,7,vI,,
mono_G-L_left_1243,ZE,G,8,Sn,,
mono_M-A_left_0004,ZE,M,1,zOn,,
mono_M-A_left_0004,ZE,M,2,d6n,,
mono_M-A_left_0004,ZE,M,3,nu:6,,
mono_M-A_left_0004,ZE,M,4,Um,,
mono_M-A_left_0004,ZE,M,5,al,p,PA
mono_M-A_left_0004,ZE,M,6,ta:ks,,
mono_M-A_left_0004,ZE,M,7,kUl,,
mono_M-A_left_0004,ZE,M,8,tu:6,,
mono_M-A_left_0030,ZE,M,1,Un,,
mono_M-A_left_0030,ZE,M,2,dan,,
mono_M-A_left_0030,ZE,M,3,ha:,,
mono_M-A_left_0030,ZE,M,4,b@,,
mono_M-A_left_0030,ZE,M,5,IC,,
mono_M-A_left_0030,ZE,M,6,nOx,,
mono_M-A_left_0030,ZE,M,7,dOYtS,p,PA
mono_M-A_left_0030,ZE,M,8,Un,,
mono_M-A_left_0030,ZE,M,9,po:,,
mono_M-A_left_0030,ZE,M,10,li:,,
mono_M-A_left_0030,ZE,M,11,ti:k,p,PA
mono_M-A_left_0065,ZE,M,1,d@s,,
mono_M-A_left_0065,ZE,M,2,va:6,,
mono_M-A_left_0065,ZE,M,3,tsi:m,,
mono_M-A_left_0065,ZE,M,4,lIC,,
mono_M-A_left_0065,ZE,M,5,E,p,PA
mono_M-A_left_0065,ZE,M,6,ts@nt,,
mono_M-A_left_0065,ZE,M,7,@n,,
mono_M-A_left_0065,ZE,M,8,IC,,
mono_M-A_left_0065,ZE,M,9,vOl,p,PA
mono_M-A_left_0065,ZE,M,10,t@,,
mono_M-A_left_0072,ZE,M,1,a:,p,
mono_M-A_left_0072,ZE,M,2,b6,,
mono_M-A_left_0072,ZE,M,3,dan,,
mono_M-A_left_0072,ZE,M,4,ha:b,,
mono_M-A_left_0072,ZE,M,5,ICs,,
mono_M-A_left_0072,ZE,M,6,dOx,p,PA
mono_M-A_left_0072,ZE,M,7,pRo:,,
mono_M-A_left_0072,ZE,M,8,bi:6t,,
mono_M-A_left_0097,ZE,M,1,aIn,p,
mono_M-A_left_0097,ZE,M,2,ma:l,,
mono_M-A_left_0097,ZE,M,3,n,,
mono_M-A_left_0097,ZE,M,4,d6,,
mono_M-A_left_0097,ZE,M,5,mIt,p,PA
mono_M-A_left_0097,ZE,M,6,l@,,
mono_M-A_left_0097,ZE,M,7,R6n,,
mono_M-A_left_0097,ZE,M,8,g@,,
mono_M-A_left_0097,ZE,M,9,SIC,,
mono_M-A_left_0097,ZE,M,10,t@,,
mono_M-A_left_0153,ZE,M,1,bIs,p,
mono_M-A_left_0153,ZE,M,2,tsU6,,
mono_M-A_left_0153,ZE,M,3,tsv9lf,p,PA
mono_M-A_left_0153,ZE,M,4,Un,,
mono_M-A_left_0153,ZE,M,5,t6,,
mono_M-A_left_0153,ZE,M,6,RIC,,
mono_M-A_left_0153,ZE,M,7,tn,,
mono_M-A_left_0153,ZE,M,8,k9n,,
mono_M-A_left_0153,ZE,M,9,n,,
mono_M-A_left_0167,ZE,M,1,nu:6,p,
mono_M-A_left_0167,ZE,M,2,aIn,,PA
mono_M-A_left_0167,ZE,M,3,tsvaI,,
mono_M-A_left_0167,ZE,M,4,SaI,,
mono_M-A_left_0167,ZE,M,5,n@,,
mono_M-A_left_0167,ZE,M,6,me:6,p,
mono_M-A_left_0167,ZE,M,7,o:,,
mono_M-A_left_0167,ZE,M,8,d6,,
mono_M-A_left_0167,ZE,M,9,zo:,,
mono_M-A_left_0285,ZE,M,1,da:,,
mono_M-A_left_0285,ZE,M,2,bIn,,
mono_M-A_left_0285,ZE,M,3,C,,
mono_M-A_left_0285,ZE,M,4,aUx,,
mono_M-A_left_0285,ZE,M,5,ma:,,
mono_M-A_left_0285,ZE,M,6,ze:6,p,
mono_M-A_left_0285,ZE,M,7,g@,,
mono_M-A_left_0285,ZE,M,8,Spant,,PA
mono_M-A_left_0355,ZE,M,1,IC,,
mono_M-A_left_0355,ZE,M,2,fant,,
mono_M-A_left_0355,ZE,M,3,Su:l,p,PA
mono_M-A_left_0355,ZE,M,4,SpO6t,,
mono_M-A_left_0355,ZE,M,5,I,,
mono_M-A_left_0355,ZE,M,6,m6,,
mono_M-A_left_0355,ZE,M,7,n,,
mono_M-A_left_0355,ZE,M,8,bIs,,
mono_M-A_left_0355,ZE,M,9,C@n,,
mono_M-A_left_0355,ZE,M,10,do:f,p,PA
mono_M-A_left_0489,ZE,M,1,a:,p,
mono_M-A_left_0489,ZE,M,2,b6,,
mono_M-A_left_0489,ZE,M,3,s,,
mono_M-A_left_0489,ZE,M,4,maxt,,
mono_M-A_left_0489,ZE,M,5,aIn,,
mono_M-A_left_0489,ZE,M,6,fax,,
mono_M-A_left_0489,ZE,M,7,kaI,,
mono_M-A_left_0489,ZE,M,8,n,,
mono_M-A_left_0489,ZE,M,9,Spa:s,p,PA
mono_M-A_left_0613,ZE,M,1,C,,
mono_M-A_left_0613,ZE,M,2,maIn,,
mono_M-A_left_0613,ZE,M,3,kla:6,p,
mono_M-A_left_0613,ZE,M,4,ds,,
mono_M-A_left_0613,ZE,M,5,gi:pts,,
mono_M-A_left_0613,ZE,M,6,I,p,PA
mono_M-A_left_0613,ZE,M,7,m6,,
mono_M-A_left_0613,ZE,M,8,baIm,,
mono_M-A_left_0613,ZE,M,9,SpO6t,,PA
mono_M-A_left_0633,ZE,M,1,das,,
mono_M-A_left_0633,ZE,M,2,Ist,,
mono_M-A_left_0633,ZE,M,3,aUs,p,PA
mono_M-A_left_0633,ZE,M,4,zICts,,
mono_M-A_left_0633,ZE,M,5,lo:s,,
mono_M-A_left_0633,ZE,M,6,je:,,
mono_M-A_left_0633,ZE,M,7,man,,
mono_M-A_left_0633,ZE,M,8,dn,,
mono_M-A_left_0633,ZE,M,9,tsu:,,
mono_M-A_left_0633,ZE,M,10,fIn,,
mono_M-A_left_0633,ZE,M,11,n,,
mono_M-A_left_0769,ZE,M,1,a:m,p,
mono_M-A_left_0769,ZE,M,2,ja:,,
mono_M-A_left_0769,ZE,M,3,y:,,
mono_M-A_left_0769,ZE,M,4,b6,,
mono_M-A_left_0769,ZE,M,5,zo:n,,
mono_M-A_left_0769,ZE,M,6,RaI,p,PA
mono_M-A_left_0769,ZE,M,7,z@,,
mono_M-A_left_0769,ZE,M,8,di:nst,,
mono_M-A_left_1187,ZE,M,1,i:,,
mono_M-A_left_1187,ZE,M,2,R@,,
mono_M-A_left_1187,ZE,M,3,Sy:,,
mono_M-A_left_1187,ZE,M,4,l6,,
mono_M-A_left_1187,ZE,M,5,ha,,
mono_M-A_left_1187,ZE,M,6,bm,,
mono_M-A_left_1187,ZE,M,7,gants,,
mono_M-A_left_1187,ZE,M,8,Oft,,
mono_M-A_left_1187,ZE,M,9,ti:,p,PA
mono_M-A_left_1187,ZE,M,10,S96ts,,
mono_M-A_left_1240,ZE,M,1,di:,p,PA
mono_M-A_left_1240,ZE,M,2,In,,
mono_M-A_left_1240,ZE,M,3,@m,,
mono_M-A_left_1240,ZE,M,4,al,p,PA
mono_M-A_left_1240,ZE,M,5,tm,,
mono_M-A_left_1240,ZE,M,6,haIm,,
mono_M-A_left_1240,ZE,M,7,g@,,
mono_M-A_left_1240,ZE,M,8,vo:nt,,
mono_M-A_left_1240,ZE,M,9,ham,,
mono_B-A_left_0067,ZL,B,1,da:,p,
mono_B-A_left_0067,ZL,B,2,fy:6,,
mono_B-A_left_0067,ZL,B,3,ha:pt,,
mono_B-A_left_0067,ZL,B,4,i:6,,
mono_B-A_left_0067,ZL,B,5,gaI,,
mono_B-A_left_0067,ZL,B,6,l@,,
mono_B-A_left_0067,ZL,B,7,bE6,p,PA
mono_B-A_left_0067,ZL,B,8,g@,,
mono_B-A_left_0081,ZL,B,1,a:,p,
mono_B-A_left_0081,ZL,B,2,b6,,
mono_B-A_left_0081,ZL,B,3,IC,,
mono_B-A_left_0081,ZL,B,4,ha:p,,
mono_B-A_left_0081,ZL,B,5,e:6st,,
mono_B-A_left_0081,ZL,B,6,nOY,p,PA
mono_B-A_left_0081,ZL,B,7,lIC,,
mono_B-A_left_0081,ZL,B,8,b@,,
mono_B-A_left_0081,ZL,B,9,gRI,,PA
mono_B-A_left_0081,ZL,B,10,fn,,
mono_B-A_left_0173,ZL,B,1,o:,p,
mono_B-A_left_0173,ZL,B,2,d6,,
mono_B-A_left_0173,ZL,B,3,di:,,
mono_B-A_left_0173,ZL,B,4,lOY,,
mono_B-A_left_0173,ZL,B,5,t@,,
mono_B-A_left_0173,ZL,B,6,di:,,
mono_B-A_left_0173,ZL,B,7,fOm,,
mono_B-A_left_0173,ZL,B,8,lant,p,PA
mono_B-A_left_0173,ZL,B,9,kO,,
mono_B-A_left_0173,ZL,B,10,mn,,
mono_B-A_left_0309,ZL,B,1,dan,,
mono_B-A_left_0309,ZL,B,2,laUf,p,PA
mono_B-A_left_0309,ZL,B,3,dOx,,
mono_B-A_left_0309,ZL,B,4,ma:,,
mono_B-A_left_0309,ZL,B,5,n,,
mono_B-A_left_0309,ZL,B,6,aI,,
mono_B-A_left_0309,ZL,B,7,n@,,
mono_B-A_left_0309,ZL,B,8,RaIn,p,PA
mono_B-A_left_0366,ZL,B,1,zOn,p,PA
mono_B-A_left_0366,ZL,B,2,d6n,,
mono_B-A_left_0366,ZL,B,3,de:6,,
mono_B-A_left_0366,ZL,B,4,ap,p,PA
mono_B-A_left_0366,ZL,B,5,Stant,,
mono_B-A_left_0366,ZL,B,6,da:,,
mono_B-A_left_0366,ZL,B,7,tsvI,p,
mono_B-A_left_0366,ZL,B,8,S@n,,
mono_B-M_left_0300,ZL,B,1,ha:p,p,
mono_B-M_left_0300,ZL,B,2,da:,,
mono_B-M_left_0300,ZL,B,3,jEts,,
mono_B-M_left_0300,ZL,B,4,fi:6,p,
mono_B-M_left_0300,ZL,B,5,ja:,p,PA
mono_B-M_left_0300,ZL,B,6,R@,,
mono_B-M_left_0300,ZL,B,7,Stu:,,
mono_B-M_left_0300,ZL,B,8,di:6t,p,PA
mono_B-M_left_0355,ZL,B,1,a:,,
mono_B-M_left_0355,ZL,B,2,b6,,
mono_B-M_left_0355,ZL,B,3,s,,
mono_B-M_left_0355,ZL,B,4,lE6nt,p,PA
mono_B-M_left_0355,ZL,B,5,zIC,,
mono_B-M_left_0355,ZL,B,6,tsu:,,
mono_B-M_left_0355,ZL,B,7,mIn,,
mono_B-M_left_0355,ZL,B,8,d@st,,
mono_B-M_left_0355,ZL,B,9,laICt,,PA
mono_B-M_left_0381,ZL,B,1,Unt,,
mono_B-M_left_0381,ZL,B,2,di:,p,PA
mono_B-M_left_0381,ZL,B,3,vI6t,,
mono_B-M_left_0381,ZL,B,4,jEts,,
mono_B-M_left_0381,ZL,B,5,nOx,,
mono_B-M_left_0381,ZL,B,6,ma:l,p,PA
mono_B-M_left_0381,ZL,B,7,g@,,
mono_B-M_left_0381,ZL,B,8,kY6tst,p,
mono_B-M_left_0468,ZL,B,1,vi:,p,PA
mono_B-M_left_0468,ZL,B,2,de:,,
mono_B-M_left_0468,ZL,B,3,o:,,
mono_B-M_left_0468,ZL,B,4,aUx,,
mono_B-M_left_0468,ZL,B,5,y:,,
mono_B-M_left_0468,ZL,B,6,b6,,
mono_B-M_left_0468,ZL,B,7,haUpt,p,PA
mono_B-M_left_0468,ZL,B,8,nIC,,
mono_B-M_left_0500,ZL,B,1,by:,p,PA
mono_B-M_left_0500,ZL,B,2,n,,
mono_B-M_left_0500,ZL,B,3,tEC,,
mono_B-M_left_0500,ZL,B,4,nIk,,
mono_B-M_left_0500,ZL,B,5,a:,,
mono_B-M_left_0500,ZL,B,6,ge:,p,PA
mono_B-M_left_0500,ZL,B,7,vas,,
mono_B-M_left_0500,ZL,B,8,maxt,p,PA
mono_B-M_left_0500,ZL,B,9,man,,
mono_B-M_left_0500,ZL,B,10,da,,
mono_B-M_left_0578,ZL,B,1,a,,
mono_B-M_left_0578,ZL,B,2,zo:,,
mono_B-M_left_0578,ZL,B,3,d@s,,
mono_B-M_left_0578,ZL,B,4,Is,,
mono_B-M_left_0578,ZL,B,5,fi:l,p,
mono_B-M_left_0578,ZL,B,6,Su:,p,PA
mono_B-M_left_0578,ZL,B,7,lI,,
mono_B-M_left_0578,ZL,B,8,S6,,
mono_B-M_left_0578,ZL,B,9,ja,p,
mono_B-M_left_0608,ZL,B,1,mi:6,,
mono_B-M_left_0608,ZL,B,2,va:6,,
mono_B-M_left_0608,ZL,B,3,d6,,
mono_B-M_left_0608,ZL,B,4,g@,,
mono_B-M_left_0608,ZL,B,5,daN,p,PA
mono_B-M_left_0608,ZL,B,6,k@,,
mono_B-M_left_0608,ZL,B,7,zo:,,
mono_B-M_left_0608,ZL,B,8,vaIt,,
mono_B-M_left_0608,ZL,B,9,vEk,p,PA
mono_B-M_left_0783,ZL,B,1,a,,
mono_B-M_left_0783,ZL,B,2,zo:,,
mono_B-M_left_0783,ZL,B,3,IC,,PA
mono_B-M_left_0783,ZL,B,4,k9n,p,
mono_B-M_left_0783,ZL,B,5,t@,,
mono_B-M_left_0783,ZL,B,6,da:,,
mono_B-M_left_0783,ZL,B,7,jEts,,
mono_B-M_left_0783,ZL,B,8,nIC,,
mono_B-M_left_0783,ZL,B,9,hIn,p,PA
mono_B-M_left_0783,ZL,B,10,ge:n,,
mono_B-M_left_0956,ZL,B,1,m,,
mono_B-M_left_0956,ZL,B,2,hm,p,PA
mono_B-M_left_0956,ZL,B,3,RaI,p,PA
mono_B-M_left_0956,ZL,B,4,t@n,,
mono_B-M_left_0956,ZL,B,5,ge:,p,PA
mono_B-M_left_0956,ZL,B,6,n@,,
mono_B-M_left_0956,ZL,B,7,REl,,
mono_B-M_left_0956,ZL,B,8,maInst,,
mono_B-M_left_0956,ZL,B,9,d@,,
mono_B-M_left_1086,ZL,B,1,tse:n,p,PA
mono_B-M_left_1086,ZL,B,2,bIs,,
mono_B-M_left_1086,ZL,B,3,tsvan,,
mono_B-M_left_1086,ZL,B,4,tsIC,,
mono_B-M_left_1086,ZL,B,5,taU,,
mono_B-M_left_1086,ZL,B,6,z@nt,,
mono_B-M_left_1086,ZL,B,7,OY,p,PA
mono_B-M_left_1086,ZL,B,8,Ro:,,
mono_B-M_left_1324,ZL,B,1,zo:,,
mono_B-M_left_1324,ZL,B,2,mI,p,PA
mono_B-M_left_1324,ZL,B,3,ta:ks,,
mono_B-M_left_1324,ZL,B,4,n,,
mono_B-M_left_1324,ZL,B,5,di:,,
mono_B-M_left_1324,ZL,B,6,zO,p,PA
mono_B-M_left_1324,ZL,B,7,n@,,
mono_B-M_left_1324,ZL,B,8,tsu:,,
mono_B-M_left_1324,ZL,B,9,kna,p,
mono_B-M_left_1324,ZL,B,10,ln,,
mono_B-M_left_1390,ZL,B,1,di:,,
mono_B-M_left_1390,ZL,B,2,b@,,
mono_B-M_left_1390,ZL,B,3,tsa:lS,,
mono_B-M_left_1390,ZL,B,4,d@,,
mono_B-M_left_1390,ZL,B,5,zEl,p,PA
mono_B-M_left_1390,ZL,B,6,b6,,
mono_B-M_left_1390,ZL,B,7,o:,p,
mono_B-M_left_1390,ZL,B,8,ke:,,PA
mono_G-B_left_0924,ZL,G,1,dOx,p,PA
mono_G-B_left_0924,ZL,G,2,dan,,
mono_G-B_left_0924,ZL,G,3,vaIs,p,
mono_G-B_left_0924,ZL,G,4,IC,,
mono_G-B_left_0924,ZL,G,5,vas,,
mono_G-B_left_0924,ZL,G,6,du:,,
mono_G-B_left_0924,ZL,G,7,maInst,,PA
mono_G-B_left_0924,ZL,G,8,ja:,p,
